state_name,district_name,block_tehsil_name,village_name,ref_village_type_name,major_medium_scheme,major_medium_scheme_name,geographical_area,cultivable_area,net_sown_area,gross_irrigated_area_kharif_season,gross_irrigated_area_rabi_season,gross_irrigated_area_perennial_season,gross_irrigated_area_other_season,gross_irrigated_area_total,net_irrigated_area,avg_ground_water_level_pre_monsoon,avg_ground_water_level_post_monsoon,ref_selection_wua_exists_name
TAMIL NADU,SIVAGANGAI,THIRUPPAVANAM,KONTHAGAI EAST,Non-Tribal,Yes,Konthagai kanmoi,725,553,199,8,132,54,5,199,199,20,22,Yes
TAMIL NADU,COIMBATORE,SULTHANPET,SENCHERIPUDUR,Non-Tribal,No,NA,1708,1527,969,80,161,622,0,863,863,50,70,No
TAMIL NADU,COIMBATORE,SULUR,PATTANAM,Non-Tribal,No,NA,944,663,119,56,22,40,0,118,118,50,70,No
TAMIL NADU,SIVAGANGAI,THIRUPPAVANAM,MANALOOR,Non-Tribal,Yes,Vagai river,623,380,250,48,82,118,2,250,250,15,17,Yes
TAMIL NADU,SIVAGANGAI,THIRUPPAVANAM,KEELADI,Non-Tribal,No,NA,404,250,167,27,20,100,20,167,167,25,27,Yes
TAMIL NADU,COIMBATORE,SULTHANPET,KAMMALAPATTY,Non-Tribal,No,NA,1266,1136,850,55,134,535,0,724,724,50,70,No
TAMIL NADU,COIMBATORE,SULTHANPET,THALAKARAI,Non-Tribal,No,NA,801,726,580,66,43,355,0,464,464,60,79,No
TAMIL NADU,COIMBATORE,SULUR,NEELAMBUR,Non-Tribal,No,NA,2434,967,511,24,20,332,0,376,376,50,70,No
TAMIL NADU,COIMBATORE,SULTHANPET,VADAVALLI,Non-Tribal,No,NA,1745,1107,550,32,10,191,0,233,233,60,80,No
TAMIL NADU,COIMBATORE,SULUR,KANIYUR,Non-Tribal,No,NA,1833,1435,262,15,5,111,0,131,131,90,100,No
TAMIL NADU,COIMBATORE,SULUR,SEMMANDAM PALAYAM,Non-Tribal,No,NA,1393,690,415,96,54,134,0,284,284,90,100,No
TAMIL NADU,CUDDALORE,VRIDHACHALAM,AGARAM(M),Non-Tribal,No,NA,80,80,80,40,12,0,0,52,50,4,5,No
TAMIL NADU,COIMBATORE,SULTHANPET,IDAYAPALAYAM,Non-Tribal,No,NA,1191,1089,390,42,187,160,0,389,389,80,100,No
TAMIL NADU,COIMBATORE,SULTHANPET,PACHAPALAYAM,Non-Tribal,No,NA,1439,401,282,220,4,58,0,282,282,90,100,No
TAMIL NADU,COIMBATORE,SULTHANPET,J. KRISHNAPURAM,Non-Tribal,No,NA,1912,1694,1289,89,79,582,0,750,750,80,90,No
TAMIL NADU,COIMBATORE,SULUR,PEEDAMPALLI,Non-Tribal,No,NA,1359,322,156,30,70,50,0,150,150,90,100,No
TAMIL NADU,COIMBATORE,SULUR,RASIPALAYAM,Non-Tribal,No,NA,557,241,166,50,27,80,0,157,157,90,100,No
TAMIL NADU,COIMBATORE,SULUR,KANGEYAMPALAYAM,Non-Tribal,No,NA,760,393,160,50,70,40,0,160,160,90,100,No
TAMIL NADU,CUDDALORE,VRIDHACHALAM,MANALUR,Tribal,No,NA,80,80,80,40,12,0,0,52,50,4,5,No
TAMIL NADU,COIMBATORE,SULTHANPET,JALLIPATTY,Non-Tribal,No,NA,573,507,361,2,10,260,0,272,272,79,100,No
TAMIL NADU,COIMBATORE,SULTHANPET,MALAIPALAYAM,Non-Tribal,No,NA,1442,1285,1022,19,54,568,0,641,641,80,100,No
TAMIL NADU,COIMBATORE,SULTHANPET,POKAMPATTY,Non-Tribal,No,NA,1876,1745,624,61,33,117,0,211,211,80,90,No
TAMIL NADU,COIMBATORE,SULTHANPET,VADAMBACHERI,Non-Tribal,No,NA,2219,2015,1072,15,11,746,0,772,772,80,90,No
TAMIL NADU,COIMBATORE,SULTHANPET,APPANAICKENPATTY,Non-Tribal,No,NA,1274,1006,570,112,210,200,0,522,522,80,90,No
TAMIL NADU,COIMBATORE,SULTHANPET,POORADAMPALAYAM,Non-Tribal,No,NA,1890,750,750,210,330,200,0,740,740,90,90,No
TAMIL NADU,COIMBATORE,SULTHANPET,SELAKARICHAL,Non-Tribal,No,NA,1410,680,650,310,200,100,0,610,610,80,90,No
TAMIL NADU,COIMBATORE,SULTHANPET,VADAVEDAMPATTY,Non-Tribal,No,NA,1860,550,350,89,104,107,0,300,300,80,90,No
TAMIL NADU,COIMBATORE,SULTHANPET,VARAPATTY,Non-Tribal,No,NA,1710,575,410,75,107,120,0,302,302,90,100,No
TAMIL NADU,COIMBATORE,SULTHANPET,S. IYYAMPALAYAM,Non-Tribal,No,NA,1067,500,470,140,210,110,0,460,460,80,90,No
TAMIL NADU,COIMBATORE,SULUR,ARASUR,Non-Tribal,No,NA,1905,320,320,70,110,70,0,250,250,90,100,No
TAMIL NADU,COIMBATORE,SULUR,IRUKUR,Non-Tribal,No,NA,970,420,350,91,60,105,0,256,256,90,100,No
TAMIL NADU,COIMBATORE,SULUR,KALANGAL,Non-Tribal,No,NA,980,430,310,76,110,107,0,293,293,90,100,No
TAMIL NADU,COIMBATORE,SULUR,KARUMATHAMPATTY,Non-Tribal,No,NA,2101,600,450,80,110,170,0,360,360,90,100,No
TAMIL NADU,COIMBATORE,SULUR,KANNAMPALAYAM,Non-Tribal,No,NA,1080,990,600,120,210,145,0,475,475,70,90,No
TAMIL NADU,COIMBATORE,SULUR,KARAVALIMADAPUR,Non-Tribal,No,NA,970,440,350,70,110,140,0,320,320,90,100,No
TAMIL NADU,CUDDALORE,VRIDHACHALAM,KATTUPARUR,Non-Tribal,No,NA,80,80,80,40,12,0,0,52,50,4,5,No
TAMIL NADU,COIMBATORE,SULUR,KITTAMPALAYAM,Non-Tribal,No,NA,1070,570,340,90,67,150,0,307,307,90,100,No
TAMIL NADU,COIMBATORE,SULUR,MOPIRIPALAYAM,Non-Tribal,No,NA,908,440,300,70,107,114,0,291,291,90,100,No
TAMIL NADU,COIMBATORE,SULUR,PADUVAMPALLI,Non-Tribal,No,NA,1020,550,420,30,170,210,0,410,410,90,100,No
TAMIL NADU,COIMBATORE,SULUR,SULUR,Non-Tribal,No,NA,2790,1020,800,120,150,330,0,600,600,90,100,No
TAMIL NADU,COIMBATORE,SULUR,KADAMPADI,Non-Tribal,No,NA,1075,650,550,74,107,114,0,295,295,90,100,No
TAMIL NADU,COIMBATORE,SULUR,OTTARPALAYAM,Non-Tribal,No,NA,840,310,236,36,70,115,0,221,221,90,100,No
TAMIL NADU,COIMBATORE,SULTHANPET,KALLAPALAYAM,Non-Tribal,No,NA,750,530,410,112,50,170,0,332,332,90,100,No
TAMIL NADU,SIVAGANGAI,THIRUPPATTUR,THIRUKALAPATTI,Tribal,No,NA,356,156,105,0,50,50,0,100,100,50,52,No
TAMIL NADU,SIVAGANGAI,THIRUPPATTUR,NEDUMARAM,Non-Tribal,No,NA,1355,433,102,50,51,0,0,101,101,1,2,No
TAMIL NADU,SIVAGANGAI,THIRUPPATTUR,KANDAVARAYANPATTI,Non-Tribal,No,NA,373,240,239,50,100,0,0,150,150,1,2,No
TAMIL NADU,SIVAGANGAI,THIRUPPATTUR,THIRUPPATTUR,Non-Tribal,No,NA,909,537,29,29,0,0,1,30,29,1,1,No
TAMIL NADU,SIVAGANGAI,THIRUPPATTUR,MADHAVARAYANPATTI,Non-Tribal,No,NA,1074,300,103,52,50,0,0,102,102,1,2,No
TAMIL NADU,SIVAGANGAI,THIRUPPATTUR,SOUTH ILYATHAGUDI,Non-Tribal,No,NA,187,100,88,40,20,28,0,88,88,1,2,No
TAMIL NADU,SIVAGANGAI,THIRUPPATTUR,VADAMAVALI,Non-Tribal,No,NA,567,250,87,37,25,25,0,87,87,1,5,No
TAMIL NADU,SIVAGANGAI,THIRUPPATTUR,K. VAIRAVANPATTI,Non-Tribal,No,NA,101,51,50,49,50,0,0,99,50,1,2,No
TAMIL NADU,SIVAGANGAI,THIRUPPAVANAM,POOVANTHI,Non-Tribal,No,NA,975,663,663,0,663,0,0,663,663,100,100,No
TAMIL NADU,SIVAGANGAI,THIRUPPAVANAM,SEMBUR,Non-Tribal,No,NA,383,233,30,8,13,7,2,30,30,50,53,Yes
TAMIL NADU,SIVAGANGAI,THIRUPPAVANAM,THELI,Non-Tribal,No,NA,501,253,32,2,2,27,1,32,32,30,32,Yes
TAMIL NADU,SIVAGANGAI,THIRUPPAVANAM,T. NELMUDIKARAI,Non-Tribal,Yes,Vagai river,648,390,143,30,38,46,29,143,143,15,17,Yes
TAMIL NADU,COIMBATORE,POLLACHI NORTH,VADAKIPALAYAM,Non-Tribal,No,NA,921,787,625,145,0,480,0,625,625,20,20,No
TAMIL NADU,SIVAGANGAI,THIRUPPAVANAM,THIRUPPAVANAM PUDUR,Non-Tribal,Yes,Vagai river,477,329,172,12,12,134,14,172,172,20,22,Yes
TAMIL NADU,COIMBATORE,POLLACHI NORTH,KALLIPPATTI,Non-Tribal,No,NA,492,365,365,298,8,1,2,309,309,1,1,No
TAMIL NADU,COIMBATORE,POLLACHI NORTH,KONDEKOUNDAPALAYAM,Non-Tribal,No,NA,671,511,511,473,5,2,2,482,482,1,2,No
TAMIL NADU,COIMBATORE,POLLACHI NORTH,THIPPAMPATTI,Non-Tribal,No,NA,798,449,449,441,6,1,1,449,447,1,1,No
TAMIL NADU,COIMBATORE,POLLACHI NORTH,PODIPALAYAM,Non-Tribal,No,NA,659,529,529,30,8,450,42,530,503,10,11,No
TAMIL NADU,COIMBATORE,POLLACHI NORTH,SERVAKARANPALAYAM.,Non-Tribal,No,NA,1646,1277,1005,324,47,454,100,925,880,15,15,No
TAMIL NADU,CUDDALORE,ANNAGRAMAM,VAIDAPPAKKAM,Non-Tribal,No,NA,130,80,70,38,22,20,0,80,70,13,17,No
TAMIL NADU,COIMBATORE,POLLACHI NORTH,KULLICHETTIPALAYAM,Non-Tribal,No,NA,441,324,324,50,50,100,92,292,192,10,10,No
TAMIL NADU,COIMBATORE,POLLACHI NORTH,KAVILIPALAYAM,Non-Tribal,No,NA,349,270,270,50,50,50,60,210,150,10,10,No
TAMIL NADU,COIMBATORE,POLLACHI NORTH,POOSARIPATTI,Non-Tribal,No,NA,450,350,350,50,100,150,50,350,350,50,50,Not Known
TAMIL NADU,DHARMAPURI,PALACODE,NAMMANDA HALLI,Tribal,No,NA,1315,806,500,353,47,100,0,500,453,11,12,No
TAMIL NADU,COIMBATORE,KARAMADAI,ERUMBARAI,Non-Tribal,No,NA,2945,407,407,319,85,3,0,407,407,30,35,No
TAMIL NADU,COIMBATORE,KARAMADAI,BELLEAPALAYAM,Non-Tribal,No,NA,1490,640,640,163,351,126,0,640,640,35,35,No
TAMIL NADU,COIMBATORE,KARAMADAI,ELUAPANATHAM,Non-Tribal,No,NA,1969,495,495,260,230,5,0,495,495,35,35,No
TAMIL NADU,DHARMAPURI,PALACODE,KATTANAHALLI,Non-Tribal,No,NA,175,120,113,20,11,2,0,33,22,14,15,No
TAMIL NADU,DHARMAPURI,PALACODE,KUTHALAHALLI,Non-Tribal,No,NA,193,157,123,23,10,1,0,34,24,14,15,No
TAMIL NADU,DHARMAPURI,PALACODE,JAGIRBARUGOOR,Non-Tribal,No,NA,467,386,260,42,8,9,0,59,51,11,12,No
TAMIL NADU,DHARMAPURI,PALACODE,UBBARAHALLI,Non-Tribal,No,NA,109,94,80,15,5,5,0,25,20,2,4,No
TAMIL NADU,COIMBATORE,KARAMADAI,ODANTHURAI,Tribal,No,NA,1199,578,578,220,158,200,0,578,578,35,35,No
TAMIL NADU,DHARMAPURI,PALACODE,KUJJARAHALLI,Non-Tribal,No,NA,848,742,642,72,57,13,0,142,85,2,3,No
TAMIL NADU,DHARMAPURI,PALACODE,KARRUKKUMARANA HALLI,Non-Tribal,No,NA,100,96,75,20,15,10,0,45,30,12,13,No
TAMIL NADU,SIVAGANGAI,MANAMADURAI,KUVALAIVELI,Non-Tribal,No,NA,909,131,131,65,64,0,2,131,131,18,20,No
TAMIL NADU,DHARMAPURI,PALACODE,BELAMARANAHALLI,Non-Tribal,No,NA,1623,843,650,300,300,50,0,650,350,2,2,No
TAMIL NADU,DHARMAPURI,PALACODE,DHANDUKARANAHALLI,Non-Tribal,No,NA,1055,842,376,300,50,26,0,376,326,14,15,No
TAMIL NADU,DHARMAPURI,PALACODE,CHIKKA DORANA BETTAM,Non-Tribal,No,NA,1100,843,533,280,168,85,0,533,365,14,15,No
TAMIL NADU,TIRUVANNAMALAI,ANAKKAVUR,VADATHINNALUR,Non-Tribal,No,NA,784,451,142,0,0,0,0,0,0,2,4,Yes
TAMIL NADU,COIMBATORE,KARAMADAI,NELLITHORAI,Tribal,No,NA,861,539,539,232,298,9,0,539,539,30,35,No
TAMIL NADU,COIMBATORE,KARAMADAI,CHINNAKALLIPATTI,Non-Tribal,No,NA,1408,382,382,130,130,122,0,382,382,30,35,No
TAMIL NADU,COIMBATORE,KARAMADAI,CHICKKADHASAMPALAYAM,Non-Tribal,No,NA,1810,578,578,37,379,162,0,578,578,35,40,No
TAMIL NADU,COIMBATORE,POLLACHI NORTH,RASAKKAPALAYAM,Non-Tribal,No,NA,221,220,210,105,8,95,2,210,210,3,11,Not Known
TAMIL NADU,COIMBATORE,POLLACHI NORTH,VELLALAPALAYAM,Non-Tribal,No,NA,433,274,274,240,24,5,5,274,274,4,13,Not Known
TAMIL NADU,COIMBATORE,POLLACHI NORTH,ANUPARPALAYAM,Non-Tribal,No,NA,470,350,340,60,130,150,0,340,340,5,5,Not Known
TAMIL NADU,COIMBATORE,POLLACHI NORTH,THOPPAMPATTY,Non-Tribal,No,NA,211,123,98,15,25,39,19,98,98,3,12,Not Known
TAMIL NADU,TIRUVANNAMALAI,ANAKKAVUR,VERRAMBAKKAM,Non-Tribal,No,NA,556,293,201,150,40,11,0,201,201,10,20,No
TAMIL NADU,TIRUNELVELI,CHERANMAHADEVI,THIRUTHU,Non-Tribal,No,NA,33,30,30,30,24,0,0,54,30,2,5,No
TAMIL NADU,TIRUNELVELI,CHERANMAHADEVI,UTHAYAMARTHANDAPURAM,Non-Tribal,No,NA,543,367,126,17,20,10,0,47,47,2,2,No
TAMIL NADU,COIMBATORE,KARAMADAI,KARAMADAI,Non-Tribal,No,NA,1934,382,382,112,270,0,0,382,382,35,40,No
TAMIL NADU,COIMBATORE,KARAMADAI,KALAMPALAYAM,Non-Tribal,No,NA,1173,484,484,240,180,64,0,484,484,35,40,No
TAMIL NADU,COIMBATORE,KARAMADAI,KEMBARAMPALAYAM,Tribal,No,NA,2789,922,922,39,400,483,0,922,922,35,40,No
TAMIL NADU,TIRUVANNAMALAI,ANAKKAVUR,VELLAI,Non-Tribal,No,NA,177,37,30,4,4,4,2,14,14,20,30,No
TAMIL NADU,DHARMAPURI,MORAPPUR,KUTTAPATTI,Non-Tribal,No,NA,439,299,299,179,120,0,0,299,299,12,25,No
TAMIL NADU,DHARMAPURI,HARUR,SINGIRIPATTI,Non-Tribal,No,NA,170,90,50,48,42,0,0,90,50,10,24,No
TAMIL NADU,COIMBATORE,POLLACHI NORTH,KULLAKKAPALAYAM,Non-Tribal,No,NA,452,306,150,50,80,20,0,150,150,50,50,No
TAMIL NADU,SIVAGANGAI,DEVAKOTTAI,NATCHANGULAM,Non-Tribal,No,NA,5245,3560,0,0,0,0,0,0,0,20,20,No
TAMIL NADU,DHARMAPURI,PENNAGARAM,THONNAKUTTAHALLI,Non-Tribal,No,NA,2177,873,566,366,150,35,15,566,566,22,24,No
TAMIL NADU,COIMBATORE,POLLACHI SOUTH,THONDAMUTHUR,Non-Tribal,No,NA,845,790,790,0,90,492,0,582,582,10,12,Yes
TAMIL NADU,COIMBATORE,ANAIMALAI,AANAMALAI-SOUTH,Non-Tribal,Yes,PAP,908,763,603,0,176,426,0,602,602,8,10,Yes
TAMIL NADU,DHARMAPURI,PENNAGARAM,PEYALMARI,Non-Tribal,No,NA,1245,1030,1030,930,74,16,10,1030,1030,16,18,No
TAMIL NADU,DHARMAPURI,PENNAGARAM,KALAPPAMPADI,Non-Tribal,No,NA,2142,874,874,774,80,10,10,874,874,15,17,No
TAMIL NADU,DHARMAPURI,PENNAGARAM,PENNAGARAM,Non-Tribal,No,NA,1117,913,913,713,150,40,10,913,913,15,17,No
TAMIL NADU,COIMBATORE,POLLACHI NORTH,KOLLAPATTI,Non-Tribal,Yes,PAP,605,554,450,190,75,115,70,450,450,20,25,Yes
TAMIL NADU,SIVAGANGAI,DEVAKOTTAI,PEGAYANI PRANTHANI,Non-Tribal,No,NA,890,351,324,0,0,0,0,0,0,60,60,Yes
TAMIL NADU,COIMBATORE,ANAIMALAI,PEDDANAICKANUR,Non-Tribal,No,NA,1193,1037,943,0,0,895,0,895,895,10,8,Yes
TAMIL NADU,DHARMAPURI,PAPPIREDDIPATTY,DEVARAJAPALAYAM,Tribal,No,NA,63,54,20,20,20,0,10,50,20,15,20,Yes
TAMIL NADU,COIMBATORE,POLLACHI NORTH,POLIKOUNDAMPALAYAM,Non-Tribal,No,NA,271,236,206,50,40,100,16,206,206,15,15,No
TAMIL NADU,DHARMAPURI,PAPPIREDDIPATTY,PUZHUTHIYUR,Non-Tribal,No,NA,190,110,100,25,25,20,10,80,80,20,30,No
TAMIL NADU,DHARMAPURI,PAPPIREDDIPATTY,NARANAPURAM,Non-Tribal,No,NA,765,485,320,150,50,10,10,220,220,20,30,No
TAMIL NADU,DHARMAPURI,PAPPIREDDIPATTY,THATHANUR,Non-Tribal,No,NA,150,140,140,70,20,30,20,140,140,25,42,Yes
TAMIL NADU,COIMBATORE,POLLACHI SOUTH,NAICKEN PALAYAM,Non-Tribal,No,NA,425,303,303,0,0,284,0,284,284,15,10,Yes
TAMIL NADU,COIMBATORE,POLLACHI NORTH,ERIPATTI,Non-Tribal,No,NA,457,410,337,0,0,337,0,337,337,15,15,No
TAMIL NADU,COIMBATORE,KARAMADAI,JADAYAMPALAYAM,Non-Tribal,No,NA,1791,736,736,375,133,228,0,736,736,35,35,No
TAMIL NADU,DHARMAPURI,MORAPPUR,NAVALAI,Non-Tribal,No,NA,525,477,249,240,237,0,0,477,249,12,29,No
TAMIL NADU,COIMBATORE,POLLACHI NORTH,AAVALAPPAMPATTY,Non-Tribal,No,NA,653,334,320,165,35,80,40,320,320,12,12,No
TAMIL NADU,COIMBATORE,POLLACHI NORTH,MOOLANUR,Non-Tribal,No,NA,354,179,174,88,25,55,6,174,174,12,12,No
TAMIL NADU,COIMBATORE,POLLACHI NORTH,PULIYAMPATTY,Non-Tribal,No,NA,384,227,224,15,8,201,0,224,224,15,15,No
TAMIL NADU,COIMBATORE,POLLACHI NORTH,PERIYANEGAMAM,Non-Tribal,No,NA,929,554,375,57,45,258,15,375,375,85,85,No
TAMIL NADU,COIMBATORE,POLLACHI NORTH,THALAKARAI,Non-Tribal,No,NA,1359,659,650,278,25,322,25,650,650,65,65,No
TAMIL NADU,SIVAGANGAI,DEVAKOTTAI,KANDADEVI,Non-Tribal,No,NA,635,334,146,0,133,0,0,133,133,20,20,Yes
TAMIL NADU,DHARMAPURI,DHARMAPURI,KADHAKATHUR,Non-Tribal,No,NA,980,800,700,200,50,50,0,300,250,12,13,No
TAMIL NADU,DHARMAPURI,MORAPPUR,SAMANDAHALLI,Non-Tribal,No,NA,1454,1177,1177,600,577,0,0,1177,1177,12,26,No
TAMIL NADU,DHARMAPURI,PENNAGARAM,KODIHALLI,Non-Tribal,No,NA,1774,736,623,567,36,10,10,623,623,22,24,No
TAMIL NADU,TIRUVALLUR,THIRUVALLUR,THIRUR - B,Non-Tribal,No,NA,343,27,24,24,24,0,0,48,24,12,20,No
TAMIL NADU,TIRUVALLUR,KADAMBATHUR,VALASAIVETTIKADU,Tribal,No,NA,417,331,191,0,15,176,0,191,191,26,26,No
TAMIL NADU,TIRUVALLUR,THIRUVALLUR,VEPPAMPATTU - B,Non-Tribal,No,NA,294,218,22,10,6,6,0,22,22,21,20,No
TAMIL NADU,TIRUVALLUR,KADAMBATHUR,NUNGAMBAKKAM,Non-Tribal,No,NA,703,563,235,0,29,206,0,235,235,40,40,No
TAMIL NADU,TIRUVALLUR,KADAMBATHUR,PUDUMAVILANGAI,Non-Tribal,No,NA,376,273,257,234,5,18,0,257,257,35,35,No
TAMIL NADU,TIRUVALLUR,KADAMBATHUR,KOOVAM,Non-Tribal,No,NA,187,154,84,74,10,0,0,84,84,30,30,No
TAMIL NADU,TIRUVALLUR,KADAMBATHUR,ERIYAMANGALAM,Non-Tribal,No,NA,486,96,96,0,96,0,0,96,96,26,26,No
TAMIL NADU,TIRUVALLUR,KADAMBATHUR,AGARAM,Non-Tribal,No,NA,252,184,44,35,1,8,0,44,44,38,38,No
TAMIL NADU,TIRUVALLUR,KADAMBATHUR,CHITRAMBAKKAM,Tribal,No,NA,128,93,50,45,5,0,0,50,50,35,35,No
TAMIL NADU,TIRUVALLUR,KADAMBATHUR,VENMANAMBUTHUR,Non-Tribal,No,NA,329,158,24,14,5,5,0,24,24,28,28,No
TAMIL NADU,THOOTHUKUDI,ALWARTHIRUNAGARI,ALAGIAMANAVALAPURAM,Non-Tribal,No,NA,301,298,298,0,247,51,0,298,298,32,50,No
TAMIL NADU,TIRUVALLUR,KADAMBATHUR,PIRAYANKUPPAM,Non-Tribal,No,NA,128,99,79,46,19,9,5,79,79,32,32,Not Known
TAMIL NADU,TIRUVALLUR,KADAMBATHUR,THENKARANAI,Non-Tribal,No,NA,121,77,50,50,0,0,0,50,50,35,35,No
TAMIL NADU,TIRUVALLUR,KADAMBATHUR,PALLIARAIKUPPAM,Non-Tribal,No,NA,179,59,53,32,12,9,0,53,53,28,28,No
TAMIL NADU,TIRUVALLUR,KADAMBATHUR,KAVANKOLATHUR,Non-Tribal,No,NA,216,194,76,55,9,12,0,76,76,35,35,No
TAMIL NADU,TIRUVALLUR,KADAMBATHUR,KADAMBATHUR,Non-Tribal,No,NA,216,140,87,57,30,0,0,87,87,33,33,Not Known
TAMIL NADU,TIRUVALLUR,THIRUVALLUR,VEPPAMPATTU - A,Non-Tribal,No,NA,95,0,0,0,0,0,0,0,0,10,10,No
TAMIL NADU,TIRUVALLUR,POONDI,KILVILAGAM,Non-Tribal,No,NA,180,0,0,0,0,0,0,0,0,20,20,No
TAMIL NADU,TIRUVALLUR,POONDI,MELVILAGAM,Non-Tribal,No,NA,143,0,0,0,0,0,0,0,0,20,20,No
TAMIL NADU,RAMANATHAPURAM,MUDUKULATHUR,THERIRIVELI,Non-Tribal,No,NA,1288,1037,704,0,218,0,0,218,218,8,9,No
TAMIL NADU,THOOTHUKUDI,KARUNGULAM,KEELAPUTHANERI ,Non-Tribal,No,NA,153,85,85,57,0,28,0,85,85,1,1,Yes
TAMIL NADU,TIRUVALLUR,KADAMBATHUR,ATHIGATHUR,Non-Tribal,No,NA,462,97,96,96,0,0,0,96,96,46,46,No
TAMIL NADU,TIRUVALLUR,KADAMBATHUR,MANAMEDU,Non-Tribal,No,NA,75,7,6,0,6,0,0,6,6,10,10,No
TAMIL NADU,TIRUVALLUR,KADAMBATHUR,MELNALLATHUR,Non-Tribal,No,NA,455,277,40,0,33,7,0,40,40,25,25,No
TAMIL NADU,TIRUVALLUR,KADAMBATHUR,KASAVANALLATHUR,Tribal,Yes,KASAVANALLTHUR ERI,241,152,88,45,41,2,0,88,88,26,26,No
TAMIL NADU,TIRUVALLUR,KADAMBATHUR,ILUPPUR,Tribal,No,NA,394,227,216,0,6,210,0,216,216,26,26,No
TAMIL NADU,TIRUVALLUR,KADAMBATHUR,POLIVAKKAM,Non-Tribal,No,NA,3597,382,382,4,6,37,0,47,47,28,28,No
TAMIL NADU,THOOTHUKUDI,SATTANKULAM,PALANKULAM,Non-Tribal,No,NA,2151,189,189,2,31,39,0,72,72,1,7,Yes
TAMIL NADU,KRISHNAGIRI,SHOOLAGIRI,HALEKOTTA,Non-Tribal,No,NA,997,326,326,107,235,28,9,379,326,75,75,No
TAMIL NADU,PUDUKKOTTAI,THIRUMAYAM,KANNANUR I BIT,Non-Tribal,No,NA,150,15,15,5,5,5,0,15,15,15,15,No
TAMIL NADU,VIRUDHUNAGAR,TIRUCHULI,KALLAKKARI,Non-Tribal,No,NA,100,0,0,0,0,0,0,0,0,100,100,No
TAMIL NADU,VIRUDHUNAGAR,NARIKUDI,POKAIPITHAN,Non-Tribal,No,NA,184,146,0,0,0,0,0,0,0,1,1,Yes
TAMIL NADU,THOOTHUKUDI,KAYATHAR,KALUGUMALAI,Tribal,No,NA,958,755,546,0,0,6,0,6,6,1,1,No
TAMIL NADU,PUDUKKOTTAI,THIRUVARANKULAM,KUPPAKUDI,Non-Tribal,No,NA,150,15,15,5,5,5,0,15,15,15,15,No
TAMIL NADU,THOOTHUKUDI,KOVILPATTI,KADALAIYUR,Non-Tribal,No,NA,909,556,556,0,277,94,0,371,371,40,50,No
TAMIL NADU,THOOTHUKUDI,PUDUR,KADALGUDI,Non-Tribal,No,NA,743,679,563,0,0,0,0,0,0,1,1,No
TAMIL NADU,PUDUKKOTTAI,KARAMBAKUDI,PATTATHIKKADU,Non-Tribal,No,NA,457,257,200,100,70,50,0,220,162,5,5,No
TAMIL NADU,THOOTHUKUDI,OTTAPIDARAM,JEGAVEERAPANDIAPURAM,Non-Tribal,No,NA,1507,134,71,0,16,5,45,66,66,40,80,No
TAMIL NADU,KRISHNAGIRI,BARUGUR,MAHADEVAKOLLAHALLI,Non-Tribal,No,NA,1498,945,754,421,210,120,0,751,621,6,8,No
TAMIL NADU,KRISHNAGIRI,KAVERIPATTINAM,BAROOR,Non-Tribal,No,NA,455,423,365,187,94,43,0,324,287,6,9,No
TAMIL NADU,VIRUDHUNAGAR,NARIKUDI,PULIYANDARKOTTAI.K,Non-Tribal,No,NA,179,138,68,36,32,0,0,68,68,1,1,No
TAMIL NADU,RAMANATHAPURAM,MUDUKULATHUR,SATHANOOR,Non-Tribal,No,NA,1287,681,681,0,149,0,0,149,149,38,55,No
TAMIL NADU,SIVAGANGAI,THIRUPPAVANAM,SENGULAM,Non-Tribal,No,NA,593,437,79,0,54,8,16,78,78,300,200,Not Known
TAMIL NADU,KANCHEEPURAM,Lathur,KODAPATTINAM,Non-Tribal,No,NA,124,83,47,0,0,47,0,47,47,16,17,No
TAMIL NADU,KANCHEEPURAM,Lathur,PARASA NALLORE,Non-Tribal,No,NA,139,93,93,0,92,0,1,93,93,15,19,Yes
TAMIL NADU,KANCHEEPURAM,Lathur,SEMBOUR,Non-Tribal,No,NA,138,49,49,0,49,0,0,49,49,15,19,No
TAMIL NADU,KANCHEEPURAM,Lathur,VADAPATTINAM,Tribal,No,NA,380,185,116,116,0,0,0,116,116,16,17,No
TAMIL NADU,KANCHEEPURAM,Lathur,PERUMALCHERI,Non-Tribal,No,NA,65,52,52,26,26,0,0,52,52,8,10,No
TAMIL NADU,KANCHEEPURAM,Lathur,MALRAJKUPPAM,Non-Tribal,No,NA,90,77,77,39,38,0,0,77,77,8,9,No
TAMIL NADU,KANCHEEPURAM,Lathur,CHEYYUR C,Non-Tribal,No,NA,428,87,68,0,68,0,0,68,68,1,4,No
TAMIL NADU,KANCHEEPURAM,Lathur,CHEYYUR D&E,Non-Tribal,No,NA,1,0,0,0,0,0,0,0,0,1,1,Yes
TAMIL NADU,KANCHEEPURAM,Lathur,MANIKUPPAM,Non-Tribal,No,NA,175,88,88,0,81,7,0,88,88,20,20,Yes
TAMIL NADU,KANCHEEPURAM,Lathur,NEDUMARAM,Non-Tribal,No,NA,614,367,279,100,100,79,0,279,279,1,1,Yes
TAMIL NADU,KANCHEEPURAM,Lathur,MADAVILAGAM,Non-Tribal,No,NA,63,27,25,0,0,0,0,0,0,1,1,No
